ident,name,point_type,region,lat,lon,provider,effective_date,source_url,source_page
EXERA,EXERA,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-18.0916666667,21.5516638889,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,170
EXIRI,EXIRI,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-18.7089833333,19.8388666667,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,170
GABSI,GABSI,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-24.3297361111,20.0015388889,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,170
GENIX,GENIX,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-18.2066666667,23.4283333333,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,170
GEPAS,GEPAS,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-21.8250000000,18.5616666667,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,170
GEPOP,GEPOP,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-20.8607472222,19.6513722222,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,170
GETEM,GETEM,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-21.6558000000,18.1525500000,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,170
GUBAG,GUBAG,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-18.0000000000,9.6666666667,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,170
IBKIN,IBKIN,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-21.8366305556,18.0466250000,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,170
IBNEV,IBNEV,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-18.7850000000,11.6680555556,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,170
