ident,name,point_type,region,lat,lon,provider,effective_date,source_url,source_page
MAVIR,MAVIR,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,46.3983333333,19.8252777778,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
MEGIK,MEGIK,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,47.2083333333,21.8611111111,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
MIZOL,MIZOL,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,48.2041666667,20.2422222222,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
MOPUG,MOPUG,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,46.1636111111,20.7080555556,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
NALOX,NALOX,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,46.8697222222,16.8200000000,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
NARKA,NARKA,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,47.2483333333,21.8600000000,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
NATEX,NATEX,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,47.7469444444,17.5000000000,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
NEKIN,NEKIN,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,46.4072222222,16.7033333333,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
NIKAB,NIKAB,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,46.6191666667,17.5455555556,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
NIPUR,NIPUR,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,47.7172222222,20.0130555556,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
NOHAT,NOHAT,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,46.8111111111,16.6263888889,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
