name,icao,region,elev_ft,rwy_m,rwy_desc,surface,fuel,lat,lon,remarks,source
West Sale Airport,YWSL,AU,72.0,1527.0,09/27,ASP,,-38.090827,146.965335,,AIP
Springbok Airport,FASB,ZA,2690.0,1589.0,10/28,ASP,,-29.689300537109375,17.939599990844727,,AIP
Teruel Airport,LETL,ES,3380.0,2825.0,18/36,ASPH,,40.410269,-1.217366,,AIP
Tököl Airport,LHTL,HU,318.0,1768.0,14/32,CONCRETE,,47.345299,18.980801,,AIP
Vryburg Airport,FAVB,ZA,3920.0,1200.0,18/36,ASP,,-26.982401,24.7288,,AIP
West Woodward Airport,KWWR,US,2189.0,1677.0,17/35,CON,,36.438,-99.5226667,,AIP
Abadan Ayatollah Jami International Airport,OIAA,IR,10.0,3100.0,14R/32L,ASP,,30.367887,48.230075,,AIP
Qasem Soleimani International Airport,OIAW,IR,66.0,3398.0,12/30,ASP,,31.3364,48.763789,,AIP
Nador Al Aaroui International Airport,GMMW,MA,574.0,3000.0,08/26,ASP,,34.9888,-3.02821,,AIP
Sphinx International Airport,HESX,EG,510.0,3650.0,16R/34L,PEM,,30.108179,30.895728,,AIP
Aomori Airport,RJSA,JP,664.0,3001.0,06/24,ASP,,40.733777,140.689477,,AIP
Astrakhan Narimanovo Boris M. Kustodiev International Airport,URWA,RU,-65.0,3200.0,09/27,CON,,46.282843,48.010511,,AIP
Asyut International Airport,HEAT,EG,748.0,3019.0,13/31,ASP,,27.045962,31.01276,,AIP
Atyrau International Airport,UATG,KZ,-72.0,3000.0,14/32,ASP,,47.121318,51.820343,,AIP
Baotou Donghe International Airport,ZBOW,CN,3321.0,2800.0,13/31,ASPHALT,,40.560001,109.997002,,AIP
Bata International Airport,FGBT,GQ,13.0,3310.0,03/21,ASP,,1.90547,9.80568,,AIP
Alexander Kartveli Batumi International Airport,UGSB,GE,105.0,2500.0,12/30,ASP,,41.60939,41.600315,,AIP
Brașov-Ghimbav International Airport,LRBV,RO,1740.0,2820.0,03/21,CONC,,45.70558,25.522871,,AIP
Iloilo International Airport,RPVI,PH,27.0,2500.0,02/20,ASP,,10.833017,122.493358,,AIP
Cheongju International Airport/Cheongju Air Base (K-59/G-513),RKTU,KR,191.0,2743.0,06L/24R,CON,,36.71556,127.500289,,AIP
Chita-Kadala International Airport,UIAA,RU,2272.0,2874.0,11/29,CON,,52.024841,113.305839,,AIP
Guaraní International Airport,SGES,PY,846.0,3400.0,05/23,ASP,,-25.457186,-54.839544,,AIP
Tiska Djanet Airport,DAAJ,DZ,3176.0,3000.0,13/31,ASP,,24.285448,9.463652,,AIP
Hasan Polatkan Airport,LTBY,TR,2588.0,2518.0,09/27,ASP,,39.811644,30.519268,,AIP
M'Vengue El Hadj Omar Bongo Ondimba International Airport,FOON,GA,1450.0,3080.0,15/33,ASP,,-1.65616,13.438,,AIP
Gan International Airport,VRMG,MV,6.0,3658.0,10/28,CON,,-0.692975,73.152627,,AIP
John A. Osborne Airport,TRPG,MS,550.0,600.0,10/28,ASP,,16.791835,-62.193204,,AIP
Akhmat Kadyrov Grozny International Airport,URMG,RU,548.0,2500.0,08/26,CONCRETE,,43.388106,45.699772,,AIP
Cat Bi International Airport,VVCI,VN,6.0,3050.0,07/25,ASP,,20.817428,106.724315,,AIP
Egal International Airport,HCMH,SO,4471.0,3700.0,06/24,ASP,,9.514082,44.083469,,AIP
Al-Ahsa International Airport,OEAH,SA,588.0,3060.0,16/34,ASP,,25.285299,49.485199,,AIP
Penghu Magong Airport,RCQC,TW,103.0,3000.0,02/20,CON,,23.568701,119.627998,,AIP
Sary-Arka Airport,UAKK,KZ,1765.0,3301.0,05/23,CON,,49.670799,73.334396,,AIP
Payam International Airport,OIIP,IR,4170.0,3659.0,12/30,ASP,,35.7761,50.826698,,AIP
Kochi Ryoma Airport,RJOK,JP,42.0,2500.0,14/32,ASP,,33.545217,133.670166,,AIP
Nashik International Airport,VAOZ,IN,1900.0,3000.0,09/27,CON/ASP,,20.119101,73.912903,,AIP
Nay Pyi Taw International Airport,VYNT,MM,302.0,3658.0,16/34,CON,,19.623501,96.200996,,AIP
Nukus International Airport,UTNN,UZ,246.0,3007.0,15/33,CON,,42.4884,59.623299,,AIP
Oecusse Route of the Sandalwood International Airport,WPOC,TL,,2200.0,09/27,ASP,,-9.198419,124.337873,,AIP
Okayama Momotaro Airport,RJOB,JP,806.0,3000.0,07/25,ASP,,34.756901,133.854996,,AIP
Pécs-Pogány International Airport,LHPP,HU,651.0,1500.0,15/33,ASP,,45.988891,18.242044,,AIP
Polokwane International Airport,FAPP,ZA,4076.0,2560.0,01/19,ASP,,-23.845269,29.458615,,AIP
Sihanouk International Airport,VDSV,KH,33.0,2500.0,03/21,ASP,,10.570557,103.632067,,AIP
Qaisumah–Hafar Al-Batin International Airport,OEPA,SA,1174.0,3050.0,16/34,ASP,,28.335726,46.127108,,AIP
Joya Andina International Airport,SLUY,BO,11136.0,4000.0,13/31,CON,,-20.441304,-66.857553,,AIP
Resistencia International Airport,SARE,AR,173.0,2770.0,3/21,ASP,,-27.44991,-59.056125,,AIP
Platov International Airport,URRP,RU,213.0,3600.0,05/23,CON,,47.493888,39.924722,,AIP
Rota International Airport,PGRO,MP,607.0,1829.0,09/27,ASP,,14.173267,145.241103,,AIP
Kyushu Saga International Airport,RJFS,JP,6.0,2000.0,11/29,ASP,,33.1497,130.302002,,AIP
Şanlıurfa GAP Airport,LTCS,TR,2708.0,4000.0,04/22,ASPHALT,,37.445663,38.895592,,AIP
Shijiazhuang Zhengding International Airport,ZBSJ,CN,233.0,3400.0,15/33,CON,,38.280701,114.696999,,AIP
Sialkot International Airport,OPST,PK,837.0,3600.0,22L/04R,ASP,,32.535941,74.364623,,AIP
Sania Ramel Airport,GMTN,MA,10.0,3287.0,07/25,CON,,35.594299,-5.32002,,AIP
Tombouktou Airport,GATB,ML,863.0,2110.0,07/25,ASP,,16.730499,-3.00758,,AIP
Tokushima Awaodori Airport / JMSDF Tokushima Air Base,RJOS,JP,26.0,1999.0,11/29,ASP,,34.132559,134.607816,,AIP
Felipe Carrillo Puerto International Airport Tulum,MMTL,MX,66.0,3700.0,12/30,CON,,20.172098,-87.660272,,AIP
Manshuk Mametova International Airport,UARR,KZ,125.0,2799.0,04/22,CON,,51.151976,51.543652,,AIP
Uzhhorod International Airport,UKLU,UA,383.0,2038.0,10/28,CON,,48.6343,22.263399,,AIP
Hihifo Airport,NLWW,WF,79.0,2100.0,08/26,ASP,,-13.239445,-176.19865,,AIP
Cocos (Keeling) Islands Airport,YPCC,CC,10.0,2438.0,15/33,ASP,,-12.192218,96.834103,,AIP
Yinchuan Hedong International Airport,ZLIC,CN,3743.0,3600.0,03/21,CON,,38.322758,106.393214,,AIP
Yogyakarta International Airport,WAHI,ID,24.0,3250.0,11/29,ASP,,-7.905338,110.057264,,AIP
Zaporizhzhia International Airport,UKDE,UA,373.0,2502.0,02/20,CON,,47.866962,35.314723,,AIP
Rangiroa Airport,NTTG,PF,10.0,2100.0,09/27,ASP,,-14.954299926757812,-147.66099548339844,,AIP
Mae Sot Airport,VTPM,TH,690.0,1500.0,09/27,ASP,,16.699899673461914,98.54509735107422,,AIP
Sukhothai Airport,VTPO,TH,179.0,2100.0,18/36,ASP,,17.238000869750977,99.81819915771484,,AIP
Bourke Airport,YBKE,AU,352.0,1830.0,05/23,ASP,,-30.039199829101562,145.95199584960938,,AIP
Cobar Airport,YCBA,AU,724.0,1696.0,05/23,ASP,,-31.538299560546875,145.79400634765625,,AIP
Abeche Airport,FTTC,TD,1788.0,2800.0,09/27,ASP,,13.847,20.844299,,AIP
Touat-Cheikh Sidi Mohamed Belkebir Airport,DAUA,DZ,919.0,3000.0,04/22,ASP,,27.837601,-0.186414,,AIP
Agartala - Maharaja Bir Bikram Airport,VEAT,IN,46.0,2286.0,18/36,ASP,,23.886999,91.240402,,AIP
Cherif Al Idrissi Airport,GMTA,MA,95.0,3204.0,17/35,ASP,,35.177101,-3.83952,,AIP
Albacete Airport / Los Llanos Air Base,LEAB,ES,2302.0,2700.0,09/27,ASP,,38.948502,-1.86352,,AIP
Niue International Airport,NIUE,NU,209.0,2335.0,10/28,ASP,,-19.080109,-169.923493,,AIP
Amami Airport,RJKA,JP,27.0,1999.0,03/21,ASP,,28.430599212646484,129.71299743652344,,AIP
Axum Airport,HAAX,ET,6959.0,2400.0,16/34,ASP,,14.1468,38.7728,,AIP
Badajoz Airport,LEBZ,ES,609.0,2850.0,13/31,ASP,,38.8913,-6.82133,,AIP
Barisal Airport,VGBR,BD,23.0,1827.0,17/35,ASP,,22.801001,90.301201,,AIP
Batman Airport,LTCJ,TR,1822.0,3048.0,02/20,ASP,,37.929001,41.1166,,AIP
Bedourie Airport,YBIE,AU,300.0,1500.0,14/32,ASP,,-24.3461,139.460007,,AIP
J F Mitchell Airport,TVSB,VC,15.0,1100.0,12/30,ASP,,12.9884,-61.262001,,AIP
Bhavnagar Airport,VABV,IN,44.0,1920.0,07/25,ASP,,21.752199173,72.1852035522,,AIP
Ignatyevo Airport,UHBB,RU,638.0,2821.0,18/36,ASP,,50.42539978027344,127.41200256347656,,AIP
Bluefields Airport,MNBL,NI,20.0,2019.0,05/23,ASP,,11.991,-83.774101,,AIP
Bratsk Airport,UIBB,RU,1610.0,3160.0,12/30,CON,,56.3696,101.701822,,AIP
Palonegro Airport,SKBG,CO,3897.0,2250.0,17/35,ASP,,7.1265,-73.1848,,AIP
Presidente João Suassuna Airport,SBKG,BR,1646.0,1565.0,15/33,ASP,,-7.269662,-35.896057,,AIP
Castres Mazamet Airport,LFCK,FR,788.0,1825.0,14/32,CON,,43.556301,2.28918,,AIP
Aviador C. Campos Airport,SAZY,AR,2569.0,2501.0,06/24,ASP,,-40.075401,-71.137299,,AIP
Chimoio Airport,FQCH,MZ,2287.0,2400.0,01/19,ASP,,-19.15130043029785,33.42900085449219,,AIP
Jaime Gonzalez Airport,MUCF,CU,102.0,2400.0,02/20,ASP,,22.149999618530273,-80.41419982910156,,AIP
Cloncurry Airport,YCCY,AU,616.0,2000.0,12/30,ASP,,-20.668600082399998,140.503997803,,AIP
Coen Airport,YCOE,AU,532.0,1252.0,11/29,ASP,,-13.761133,143.113311,,AIP
Cooma Snowy Mountains Airport,YCOM,AU,3088.0,2120.0,18/36,ASP,,-36.300445,148.972408,,AIP
José Leonardo Chirinos Airport,SVCR,VE,52.0,2061.0,09/27,ASP,,11.414944,-69.680901,,AIP
Daru Airport,AYDU,PG,20.0,1400.0,14/32,ASP,,-9.08676,143.207993,,AIP
Dipolog Airport,RPMG,PH,12.0,1912.0,02/20,CON,,8.601983,123.341875,,AIP
El Golea Airport,DAUE,DZ,1306.0,3000.0,18/36,ASP,,30.580732,2.861595,,AIP
Elazığ Airport,LTCA,TR,2927.0,3000.0,07/25,CONC,,38.597974,39.28348,,AIP
Elcho Island Airport,YELD,AU,101.0,1440.0,10/28,ASP,,-12.019399642899998,135.570999146,,AIP
Moulay Ali Cherif Airport,GMFK,MA,3428.0,3200.0,13/31,ASP,,31.9475002289,-4.39833021164,,AIP
Erzincan Airport,LTCD,TR,3783.0,3000.0,10/28,CON,,39.7102012634,39.527000427199994,,AIP
Gao International Airport,GAGO,ML,870.0,2500.0,07/25,ASP,,16.248466,-0.005389,,AIP
Hassi Messaoud-Oued Irara Krim Belkacem Airport,DAUH,DZ,463.0,3000.0,18/36,ASP,,31.673,6.14044,,AIP
Asahikawa Airport,RJEC,JP,721.0,2499.0,16/34,ASP,,43.670799,142.447006,,AIP
Hua Hin Airport,VTPH,TH,62.0,2100.0,16/34,ASP,,12.6361999512,99.951499939,,AIP
Albano Machado Airport,FNHU,AO,5587.0,2660.0,11/29,ASP,,-12.8089,15.7605,,AIP
Ibadan Airport,DNIB,NG,725.0,2400.0,05/23,ASP,,7.362460136413574,3.97832989692688,,AIP
In Salah Airport,DAUI,DZ,896.0,3000.0,05/23,ASP,,27.250999,2.51202,,AIP
Süleyman Demirel International Airport,LTFC,TR,2835.0,3000.0,05/23,CON,,37.8554,30.368401,,AIP
Ivano-Frankivsk International Airport,UKLI,UA,919.0,2507.0,10/28,CON,,48.88420104980469,24.686100006103516,,AIP
Jabalpur Airport,VAJB,IN,1624.0,1988.0,06/24,ASP,,23.177799,80.052002,,AIP
Jorhat Airport,VEJT,IN,311.0,2743.0,04/22,CON,,26.730456,94.175416,,AIP
Kars Airport,LTCF,TR,5889.0,3500.0,06/24,CON,,40.562198638916016,43.1150016784668,,AIP
Rahadi Osman Airport,WIOK,ID,46.0,1398.0,17/35,ASP,,-1.817165,109.963469,,AIP
Khon Kaen Airport,VTUK,TH,670.0,3050.0,03/21,ASP,,16.466600418099997,102.783996582,,AIP
Whiteman Air Force Base,KSZL,US,870.0,3780.0,01/19,CON,,38.730301,-93.547897,,AIP
León Airport,LELN,ES,3006.0,3000.0,05/23,ASP,,42.590709,-5.653406,,AIP
Labasa Airport,NFNL,FJ,44.0,1069.0,13/31,ASP,,-16.4667,179.339996,,AIP
Lockhart River Airport,YLHR,AU,77.0,1499.0,12/30,ASP,,-12.7869,143.304993,,AIP
Rajahmundry Airport,VORY,IN,151.0,3165.0,05/23,ASP,,17.105799,81.813204,,AIP
Mmabatho International Airport,FAMM,ZA,4181.0,4620.0,04/22,ASP,,-25.798400878900004,25.548000335699996,,AIP
Malatya Erhaç Airport,LTAT,TR,2828.0,3350.0,03/21,ASP,,38.435298919699996,38.0909996033,,AIP
Maningrida Airport,YMGD,AU,123.0,1530.0,14/32,ASP,,-12.0560998917,134.23399353,,AIP
Mary International Airport,UTAM,TM,728.0,3800.0,17R/35L,CON,,37.62353,61.895668,,AIP
Moises R. Espinosa Airport,RPVJ,PH,49.0,1280.0,04/22,ASP/CON,,12.369682,123.630095,,AIP
Shinshu-Matsumoto Airport,RJAF,JP,2182.0,1999.0,18/36,ASP,,36.166801,137.923004,,AIP
Monbetsu Airport,RJEB,JP,80.0,2000.0,14/32,ASP,,44.303901672399995,143.404006958,,AIP
Monclova International Airport,MMMV,MX,1864.0,2100.0,06R/24L,ASP,,26.9557,-101.470001,,AIP
Spriggs Payne Airport,GLMR,LR,25.0,1829.0,05/23,ASP,,6.28906,-10.7587,,AIP
Mário Ribeiro Airport,SBMK,BR,2191.0,2100.0,12/30,ASP,,-16.706919,-43.818901,,AIP
K. D. Matanzima Airport,FAUT,ZA,2400.0,2600.0,14/32,ASP,,-31.546363184900002,28.6733551025,,AIP
Nakashibetsu Airport,RJCN,JP,234.0,1999.0,08/26,ASP,,43.5774993896,144.960006714,,AIP
Nakina Airport,CYQN,CA,1057.0,1067.0,09/27,ASP,,50.18280029296875,-86.69640350341797,,AIP
Nepalgunj Airport,VNNG,NP,540.0,1504.0,08/26,ASP,,28.1036,81.667,,AIP
Rafael Cabrera Airport,MUNG,CU,79.0,2500.0,05/23,ASP,,21.834699630737305,-82.78379821777344,,AIP
Quetzalcóatl International Airport,MMNL,MX,484.0,2000.0,14/32,ASP,,27.443899,-99.570503,,AIP
Mutiara - SIS Al-Jufrie Airport,WAFF,ID,284.0,2067.0,15/33,ASP,,-0.916462,119.908647,,AIP
Pantelleria Airport,LICG,IT,628.0,1675.0,07/25,ASP,,36.816502,11.9689,,AIP
Grissom Air Reserve Base,KGUS,US,812.0,3810.0,05/23,ASP,,40.648102,-86.1521,,AIP
Piedras Negras International Airport,MMPG,MX,901.0,2028.0,12/30,ASP,,28.627873,-100.53524,,AIP
Girua Airport,AYGR,PG,311.0,1672.0,03/21,ASP,,-8.80453968048,148.309005737,,AIP
Port Lincoln Airport,YPLC,AU,36.0,1499.0,01/19,ASP,,-34.6053009033,135.880004883,,AIP
Princess Olga Pskov International Airport,ULOO,RU,154.0,2524.0,01/19,CON,,57.781316,28.39384,,AIP
Puerto Cabezas Airport,MNPC,NI,52.0,2478.0,09/27,ASP,,14.047200202941895,-83.38670349121094,,AIP
El Trompillo Airport,SLET,BO,1371.0,2773.0,16/34,ASP,,-17.8115997314,-63.1715011597,,AIP
Santa Maria Airport,SBSM,BR,287.0,2694.0,11/29,CON,,-29.711399,-53.688202,,AIP
Savonlinna Airport,EFSA,FI,311.0,2300.0,12/30,ASP,,61.9431,28.945101,,AIP
Mopti Airport,GAMB,ML,906.0,2542.0,05/23,ASP,,14.5128,-4.07956,,AIP
Shaw Air Force Base,KSSC,US,241.0,3052.0,04L/22R,CON,,33.972698,-80.470596,,AIP
Whitegrass Airport,NVVW,VU,19.0,1230.0,15/33,ASP,,-19.455099,169.223999,,AIP
Cadete FAP Guillermo Del Castillo Paredes Airport,SPST,PE,869.0,2600.0,17/35,ASP,,-6.508739948272705,-76.37319946289062,,AIP
Tennant Creek Airport,YTNK,AU,1236.0,1959.0,07/25,ASP,,-19.6343994140625,134.18299865722656,,AIP
Timimoun Airport,DAUT,DZ,1027.0,3000.0,06/24,ASP,,29.237101,0.276033,,AIP
Tioman Airport,WMBT,MY,15.0,992.0,02/20,ASP,,2.81818,104.160004,,AIP
Tozeur Nefta International Airport,DTTZ,TN,287.0,3225.0,09/27,ASP,,33.939701080322266,8.110560417175293,,AIP
Turaif Domestic Airport,OETR,SA,2803.0,3000.0,10/28,ASP,,31.692188,38.731544,,AIP
Ubon Ratchathani Airport,VTUU,TH,406.0,3002.0,05/23,ASP,,15.2512998581,104.870002747,,AIP
Ulsan Airport,RKPU,KR,45.0,2000.0,18/36,ASP,,35.59349823,129.352005005,,AIP
Pichoy Airport,SCVD,CL,59.0,2094.0,17/35,ASP,,-39.6500015259,-73.0860977173,,AIP
Vilhelmina South Lapland Airport,ESNV,SE,1140.0,1502.0,10/28,ASP,,64.579102,16.833599,,AIP
Wadi Al Dawasir Domestic Airport,OEWD,SA,2062.0,3050.0,10/28,ASP,,20.504299,45.1996,,AIP
Wakkanai Airport,RJCW,JP,30.0,1999.0,08/26,ASP,,45.4042015076,141.800994873,,AIP
Charles Kirkconnell International Airport,MWCB,KY,8.0,1829.0,09/27,ASP,,19.687,-79.882797,,AIP
Wrangell Airport,PAWG,US,49.0,1829.0,10/28,ASP,,56.48429871,-132.3699951,,AIP
Shahid Sadooghi Airport,OIYY,IR,4054.0,4098.0,13/31,ASP,,31.9048995972,54.2765007019,,AIP
Yeosu Airport,RKJY,KR,53.0,2100.0,17/35,ASP,,34.84230041503906,127.61699676513672,,AIP
Novy Urengoy Airport,USMU,RU,210.0,2550.0,09/27,CONCRETE,,66.06939697265625,76.52030181884766,,AIP
Salerno Costa d'Amalfi Airport,LIRI,IT,123.0,1962.0,05/23,ASP,,40.620399,14.9113,,AIP
Aasiaat Airport,BGAA,GL,74.0,799.0,12/30,UNK,,68.721802,-52.784698,,AIP
Ambler Airport,PAFM,US,334.0,1219.0,01/19,GVL,,67.105529,-157.855339,,AIP
Arctic Village Airport,PARC,US,2092.0,1372.0,02/20,GVL,,68.1147,-145.578995,,AIP
RAAF Base Pearce,YPEA,AU,149.0,2439.0,18L/36R,ASP,,-31.667800903320312,116.01499938964844,,AIP
Changzhou Benniu International Airport,ZSCG,CN,33.0,3400.0,11/29,CONCRETE,,31.920485,119.77546,,AIP
Cold Bay Airport,PACD,US,96.0,3103.0,15/33,ASP,,55.207871,-162.725029,,AIP
Forquilhinha - Criciúma  Airport,SBCM,BR,92.0,1488.0,9/27,ASP,,-28.725743,-49.424475,,AIP
Fergana International Airport,UTKF,UZ,1980.0,2860.0,18/36,ASP,,40.358799,71.745003,,AIP
Edward G. Pitka Sr Airport,PAGA,US,153.0,1829.0,08/26,PEM,,64.736198,-156.936997,,AIP
Coronel Altino Machado Airport,SBGV,BR,561.0,1701.0,07/25,ASPH,,-18.895882,-41.982869,,AIP
Grímsey Airport,BIGR,IS,66.0,1036.0,17/35,ASPHALT,,66.5458,-18.0173,,AIP
Jinggangshan Airport,CN-0081,CN,281.0,2600.0,08/26,CONCRETE,,26.856899,114.737,,AIP
Mkuze Airport,FAMU,ZA,400.0,1850.0,17/35,ASP,,-27.626101,32.0443,,AIP
Nea Anchialos National Airport,LGBL,GR,83.0,2759.0,08/26,ASP,,39.219601,22.7943,,AIP
Nuiqsut Airport,PAQT,US,38.0,1324.0,04/22,GVL,,70.209999,-151.005998,,AIP
Warri Airport,DNSU,NG,242.0,2093.0,06/24,ASP,,5.59821,5.8187,,AIP
Oksibil Airport,WAJO,ID,4315.0,870.0,11/29,,,-4.9071,140.6277,,AIP
Osijek Airport,LDOS,HR,290.0,2500.0,11/29,ASP,,45.462355,18.811278,,AIP
Depati Amir Airport,WIPK,ID,109.0,2250.0,16/34,ASP,,-2.1622,106.139,,AIP
Port-Menier Airport,CYPN,CA,167.0,1489.0,11/29,ASP,,49.836399,-64.288597,,AIP
Puvirnituq Airport,CYPX,CA,74.0,1920.0,01/19,GVL,,60.050598,-77.286903,,AIP
Rundu Airport,FYRU,NA,3627.0,3354.0,08/26,ASP,,-17.956499,19.7194,,AIP
Samaná El Catey International Airport,MDCY,DO,30.0,3000.0,07/25,ASPHALT,,19.269259,-69.737405,,AIP
São Gabriel da Cachoeira Airport,SBUA,BR,249.0,2600.0,5/23,ASP,,-0.14835,-66.9855,,AIP
Savoonga Airport,PASA,US,53.0,1341.0,05/23,GVL,,63.686401,-170.492996,,AIP
Mara Serena Lodge Airstrip,HKMS,KE,5200.0,1052.0,09/27,,,-1.404588,35.008349,,AIP
Juwata International Airport / Suharnoko Harbani AFB,WALR,ID,23.0,2250.0,06/24,ASP,,3.325145,117.564169,,AIP
Tefé Airport,SBTF,BR,186.0,2200.0,15/33,ASP,,-3.38294,-64.724098,,AIP
Teniente Av. Jorge Henrich Arauz Airport,SLTR,BO,509.0,2400.0,14/32,ASP,,-14.8187,-64.917999,,AIP
Vila Real Airport,LPVR,PT,1805.0,947.0,02/20,ASP,,41.2743,-7.72047,,AIP
Brigadeiro Camarão Airport,SBVH,BR,2018.0,2600.0,03/21,ASP,,-12.6944,-60.098301,,AIP
Charleville-Mézières Ardennes-Etienne Riché Airfield,LFQV,FR,492.0,1500.0,11/29,ASP,,49.783901,4.64708,,AIP
Santa Bernardina International Airport,SUDU,UY,305.0,2279.0,03/21,ASP,,-33.358898,-56.499199,,AIP
RAF Marham,EGYM,GB,75.0,2783.0,05/23,ASP,,52.648395,0.550692,,AIP
Leuchars Station Airfield,EGQL,GB,38.0,2588.0,08/26,ASP,,56.37398,-2.868862,,AIP
Monte Real Air Base,LPMR,PT,187.0,2992.0,36/18,CON,,39.828335,-8.8875,,AIP
Buckley Space Force Base,KBKF,US,5662.0,3355.0,14/32,PEM,,39.701698,-104.751999,,AIP
MCAS New River / McCutcheon Field,KNCA,US,26.0,1562.0,05/23,ASP,,34.708401,-77.439697,,AIP
McComb-Pike County Airport / John E Lewis Field,KMCB,US,413.0,1524.0,16/34,ASP,,31.178499,-90.471901,,AIP
Vichy-Charmeil Airport,LFLV,FR,817.0,2200.0,01/19,ASP,,46.16969,3.403637,,AIP
Přerov Air Base,LKPO,CZ,676.0,2476.0,06/24,CON,,49.4258,17.404699,,AIP
Thisted Airport,EKTS,DK,23.0,1600.0,10/28,ASP,,57.068802,8.70522,,AIP
Campo Fontenelle,SBYS,BR,1968.0,2110.0,02C/20C,ASP,,-21.984692,-47.341207,,AIP
Thumrait Air Base,OOTH,OM,1570.0,4000.0,17/35,ASP,,17.666,54.024601,,AIP
Volk Field,KVOK,US,912.0,2743.0,09/27,CON,,43.938999,-90.253403,,AIP
Caracas Óscar Machado Zuloaga International Airport,SVCS,VE,2145.0,2000.0,10/28,ASP,,10.286874,-66.815847,,AIP
Ponta Pelada Airport / Manaus Air Base,SBMN,BR,267.0,2170.0,9/27,ASP,,-3.14604,-59.986301,,AIP
Futenma Marine Corps Air Station,ROTM,JP,247.0,2743.0,06/24,ASP,,26.2743,127.755997,,AIP
Mount Cook Airport,NZMC,NZ,2153.0,1572.0,13/31,ASP,,-43.764999,170.132996,,AIP
Cootamundra Airport,YCTM,AU,1110.0,1427.0,16/34,ASP,,-34.624283,148.036641,,AIP
Forrest Airport,YFRT,AU,511.0,1519.0,18/36,ASP,,-30.83662,128.112811,,AIP
Hamilton Airport,YHML,AU,803.0,1404.0,17/35,ASP,,-37.64889907836914,142.06500244140625,,AIP
Kempsey Airport,YKMP,AU,54.0,1650.0,04/22,ASP,,-31.07232,152.765313,,AIP
Leigh Creek Airport,YLEC,AU,856.0,1710.0,11/29,ASP,,-30.598301,138.425995,,AIP
Port Pirie Airport,YPIR,AU,40.0,1069.0,17/35,GRE,,-33.238899,137.994995,,AIP
Amiens Glisy Airfield,LFAY,FR,208.0,1300.0,12/30,ASP,,49.873004,2.387074,,AIP
Benalla Airport,YBLA,AU,569.0,1043.0,08L/26R,GRS,,-36.551899,146.007004,,AIP
Bildudalur Airport,BIBD,IS,18.0,940.0,04/22,ASP,,65.641296,-23.5462,,AIP
Bisho Airport,FABE,ZA,1950.0,2500.0,08/26,ASP,,-32.897099,27.2791,,AIP
Granville Airport,LFRF,FR,45.0,960.0,06/24,ASP,,48.883099,-1.56417,,AIP
Abbeville-Buigny Baie de Somme Airfield,LFOI,FR,220.0,1250.0,02/20,CON,,50.143501,1.831891,,AIP
Caribou Municipal Airport,KCAR,US,626.0,1220.0,01/19,ASP,,46.871498,-68.017899,,AIP
China Lake Naws (Armitage Field) Airport,KNID,US,2283.0,3413.0,08/26,PEM,,35.6853981,-117.6920013,,AIP
Cochrane Airport,CYCN,CA,861.0,1372.0,13/31,ASP,,49.10559844970703,-81.01360321044922,,AIP
Beauregard Regional Airport,KDRI,US,202.0,1675.0,18/36,PEM,,30.831699,-93.339897,,AIP
Fallon Naval Air Station,KNFL,US,3934.0,4268.0,13R/31L,PEM,,39.41659927,-118.7009964,,AIP
Faya-Largeau Airport,FTTY,TD,771.0,2800.0,06/24,ASP,,17.917101,19.111099,,AIP
Simmons Army Air Field,KFBG,US,244.0,1256.0,10/28,ASP,,35.13180161,-78.93669891,,AIP
Godman Army Air Field,KFTK,US,756.0,1580.0,18/36,ASP,,37.907100677500004,-85.9720993042,,AIP
Gorgan Airport,OING,IR,-24.0,3300.0,13/31,ASP,,36.909400939899996,54.4012985229,,AIP
Naval Station Mayport / Admiral David L McDonald Field,KNRB,US,15.0,2439.0,05/23,ASP,,30.3911,-81.424698,,AIP
Bukavu Kavumu Airport,FZMA,CD,5643.0,2000.0,17/35,ASP,,-2.30898,28.8088,,AIP
Masroor Air Base,OPMR,PK,35.0,2750.0,09/27,CON,,24.893600463867188,66.93879699707031,,AIP
Kecskemét Air Base,LHKE,HU,376.0,2499.0,12/30,CON,,46.9175,19.749201,,AIP
Kelsey Airport,CZEE,CA,600.0,789.0,12/30,GRAVEL,,56.0374984741,-96.50969696039999,,AIP
La Baule-Escoublac Airport,LFRE,FR,105.0,950.0,11/29,ASP,,47.289398,-2.34639,,AIP
Aubenas-South Ardèche Airport,LFHO,FR,923.0,1425.0,18/36,PAVED,,44.544367,4.372194,,AIP
Laval-Entrammes Airport,LFOV,FR,330.0,1662.0,14/32,ASP,,48.032208,-0.743999,,AIP
Vilar de Luz Airfield,LPVL,PT,762.0,1709.0,16/34,ASP,,41.27729,-8.516209,,AIP
Williams Field Skiway,NZWD,AQ,68.0,3048.0,07/25,SNO,,-77.867401,167.057007,,AIP
Tulcea Danube Delta Airport,LRTC,RO,200.0,1986.0,16/34,CON,,45.0625,28.7143,,AIP
Ángel S. Adami International Airport,SUAA,UY,174.0,1250.0,01/19,CON,,-34.7892,-56.264702,,AIP
Mývatn Airport,BIRL,IS,1030.0,1055.0,02/20,ASP,,65.6558,-16.9181,,AIP
Newcastle Airport,FANC,ZA,4074.0,1500.0,11/29,ASP,,-27.7705993652,29.976900100699996,,AIP
