name,icao,region,elev_ft,rwy_m,rwy_desc,surface,fuel,lat,lon,remarks,source
Winnipeg / St. Andrews Airport,CYAV,CA,760.0,914.0,13/31,ASP,,50.0564,-97.032501,,AIP
Monroe County Airport,KBMG,US,846.0,1981.0,17/35,ASP,,39.145999908447266,-86.61669921875,,AIP
Bromont (Roland Désourdy) Airport,CZBM,CA,375.0,1524.0,05/23,ASP,,45.290798,-72.741402,,AIP
New Braunfels National Airport,KBAZ,US,651.0,1982.0,13/31,ASP,,29.7045,-98.042198,,AIP
Portland Troutdale Airport,KTTD,US,39.0,1646.0,07/25,ASP,,45.54940032959,-122.40100097656,,AIP
Wawa Airport,CYXZ,CA,942.0,1350.0,03/21,ASP,,47.96670150756836,-84.78669738769531,,AIP
Val de Cans/Júlio Cezar Ribeiro International Airport,SBBE,BR,54.0,2800.0,07/25,ASP,,-1.379279,-48.476207,,AIP
Damascus International Airport,OSDI,SY,2020.0,3600.0,05R/23L,ASP,,33.4114990234375,36.51559829711914,,AIP
Djibouti-Ambouli Airport,HDAM,DJ,49.0,3150.0,09/27,PEM,,11.5473,43.1595,,AIP
Robert Gabriel Mugabe International Airport,FVHA,ZW,4887.0,4725.0,05/23,ASP,,-17.931801,31.0928,,AIP
Banjul International Airport,GBYD,GM,95.0,3600.0,14/32,ASP,,13.338,-16.652201,,AIP
Dalian Zhoushuizi International Airport,ZYTL,CN,107.0,3300.0,10/28,CON,,38.965719,121.538477,,AIP
Al Maktoum International Airport,OMDW,AE,114.0,4500.0,12/30,ASPH,,24.896171,55.16235,,AIP
David the Builder Kutaisi International Airport,UGKO,GE,223.0,2500.0,07/25,CON,,42.177448,42.485353,,AIP
Harry Mwanga Nkumbula International Airport,FLLI,ZM,3302.0,3000.0,10/28,ASP,,-17.821524,25.819642,,AIP
Sunshine Coast Airport,YBSU,AU,15.0,2800.0,13/31,ASPH,,-26.593324,153.08319,,AIP
El Tepual International Airport,SCTE,CL,294.0,2650.0,17/35,CON,,-41.443093,-73.094065,,AIP
Rabat-Salé Airport,GMME,MA,276.0,3500.0,03/21,ASP,,34.051498,-6.75152,,AIP
Aberdeen Regional Airport,KABR,US,1302.0,2103.0,13/31,CON,,45.449100494384766,-98.42179870605469,,AIP
Ajaccio Napoléon Bonaparte airport,LFKJ,FR,18.0,2407.0,02/20,ASP,,41.923599,8.80292,,AIP
Biarritz Pays Basque airport,LFBZ,FR,245.0,2250.0,09/27,ASP,,43.468372,-1.523223,,AIP
Joint Base Andrews,KADW,US,280.0,3445.0,01L/19R,CON,,38.810799,-76.866997,,AIP
Florence Regional Airport,KFLO,US,146.0,1982.0,09/27,ASP,,34.18539810180664,-79.7238998413086,,AIP
Grenoble Alpes Isère Airport,LFLS,FR,1302.0,3050.0,09/27,ASP,,45.3629,5.32937,,AIP
La Rochelle Île de Ré Airport,LFBH,FR,74.0,2255.0,09/27,ASP,,46.179199,-1.19528,,AIP
Laramie Regional Airport,KLAR,US,7284.0,2592.0,03/21,ASP,,41.31209945678711,-105.67500305175781,,AIP
Owensboro Daviess County Airport,KOWB,US,407.0,2438.0,18/36,CONCRETE/GROOVED,,37.74010086,-87.16680145,,AIP
Perpignan-Rivesaltes (Llabanère) Airport,LFMP,FR,144.0,2500.0,15/33,ASP,,42.740398,2.87067,,AIP
Southwest Wyoming Regional Airport,KRKS,US,6764.0,3049.0,09/27,ASP,,41.5942,-109.065001,,AIP
Saint Cloud Regional Airport,KSTC,US,1031.0,2286.0,13/31,CON,,45.5466,-94.059898,,AIP
Martin State Airport,KMTN,US,21.0,2133.0,15/33,CON,,39.325699,-76.413803,,AIP
Lewiston Nez Perce County Airport,KLWS,US,1442.0,1985.0,08/26,ASP,,46.3745002746582,-117.01499938964844,,AIP
Mammoth Yosemite Airport,KMMH,US,7135.0,2134.0,09/27,ASP,,37.625381,-118.84306,,AIP
Lyon Bron Airport,LFLY,FR,659.0,1820.0,16/34,ASP,,45.727947,4.943991,,AIP
Springfield-Beckley Municipal Airport,KSGH,US,1051.0,2746.0,06/24,PEM,,39.840301513672,-83.840202331543,,AIP
Carson Airport,KCXP,US,4697.0,1860.0,09/27,ASP,,39.194331,-119.734312,,AIP
North Perry Airport,KHWO,US,8.0,1056.0,10R/28L,ASP,,26.0012,-80.2407,,AIP
Centralia / James T. Field Memorial Aerodrome,CYCE,CA,824.0,1528.0,10/28,ASP,,43.285599,-81.508301,,AIP
Sydney Bankstown Airport,YSBK,AU,29.0,1415.0,11C/29C,ASP,,-33.923618,150.990792,,AIP
Ndjili International Airport,FZAA,CD,1027.0,4000.0,06/24,CON,,-4.38575,15.4446,,AIP
Mataveri International Airport,SCIP,CL,227.0,3300.0,10/28,ASP,,-27.165411,-109.421027,,AIP
Nanjing Lukou International Airport,ZSNJ,CN,49.0,3600.0,06/24,CON,,31.735032,118.865949,,AIP
Adolfo López Mateos International Airport,MMTO,MX,8466.0,4200.0,15/33,ASP,,19.3369,-99.56583,,AIP
Southwest Georgia Regional Airport,KABY,US,197.0,2012.0,05/23,ASP,,31.532946,-84.196215,,AIP
Alta Airport,ENAT,NO,9.0,2184.0,11/29,ASP,,69.976097,23.3717,,AIP
Dunedin International Airport,NZDN,NZ,4.0,1900.0,03/21,ASP,,-45.929017,170.197758,,AIP
Fort St John / North Peace Regional Airport,CYXJ,CA,2280.0,2106.0,12/30,ASP,,56.238098,-120.739998,,AIP
Humberside Airport,EGNJ,GB,121.0,2200.0,02/20,ASP,,53.576152,-0.34954,,AIP
San Sebastián Airport,LESO,ES,16.0,1754.0,04/22,ASP,,43.356499,-1.79061,,AIP
Middle Georgia Regional Airport,KMCN,US,354.0,1981.0,05/23,ASP,,32.69279861450195,-83.64920043945312,,AIP
Northwest Alabama Regional Airport,KMSL,US,551.0,2040.0,11/29,ASP,,34.745123,-87.612981,,AIP
Ramstein Air Base,ETAR,DE,776.0,3200.0,08/26,ASP,,49.436901,7.60028,,AIP
Lydd London Ashford Airport,EGMD,GB,13.0,1505.0,03/21,ASP,,50.956246,0.939074,,AIP
Rouyn Noranda Airport,CYUY,CA,988.0,2281.0,08/26,ASP,,48.20610046386719,-78.83560180664062,,AIP
Texarkana Regional Airport (Webb Field),KTXK,US,390.0,2012.0,04/22,ASP,,33.453701,-93.990997,,AIP
Lackland Air Force Base,KSKF,US,691.0,3520.0,16/34,CON,,29.38419914,-98.58110046,,AIP
Langley Airport,CYNJ,CA,34.0,836.0,07/25,ASPHALT,,49.1008,-122.630997,,AIP
Smyrna Airport,KMQY,US,543.0,2450.0,14/32,ASP,,36.0089988708,-86.5201034546,,AIP
Brighton City Airport,EGKA,GB,7.0,1032.0,02/20,ASP,,50.835602,-0.297222,,AIP
Bryce Canyon Airport,KBCE,US,7590.0,2254.0,03/21,ASP,,37.706401825,-112.144996643,,AIP
Four Corners Regional Airport,KFMN,US,5506.0,2043.0,07/25,ASP,,36.741199,-108.230003,,AIP
Kenosha Regional Airport,KENW,US,742.0,2012.0,07L/25R,CONC-G,,42.59569931,-87.92780304,,AIP
Nogales International Airport,KOLS,US,3955.0,2195.0,04/22,ASP,,31.4177,-110.848,,AIP
King Fahd International Airport,OEDF,SA,72.0,4000.0,16L/34R,ASP,,26.4691,49.798209,,AIP
Port Moresby Jacksons International Airport,AYPY,PG,146.0,2750.0,14L/32R,ASP,,-9.443380355834961,147.22000122070312,,AIP
Kagoshima Airport,RJFK,JP,906.0,2999.0,16/34,ASP,,31.8034,130.718994,,AIP
Melbourne Avalon International Airport,YMAV,AU,35.0,3048.0,18/36,ASP,,-38.040269,144.467196,,AIP
Del Caribe Santiago Mariño International Airport,SVMG,VE,74.0,3180.0,09/27,ASP,,10.912603,-63.966599,,AIP
Kiruna Airport,ESNQ,SE,1508.0,2502.0,03/21,ASP,,67.821999,20.3368,,AIP
Kamuzu International Airport,FWKI,MW,4035.0,3540.0,14/32,ASP,,-13.7894,33.780998,,AIP
Phú Quốc International Airport,VVPQ,VN,37.0,3000.0,10/28,ASP,,10.169783,103.99353,,AIP
Rijeka Airport,LDRI,HR,278.0,2488.0,14/32,PEM,,45.216376,14.57085,,AIP
Stockholm Västerås Airport,ESOW,SE,21.0,2581.0,01/19,ASP,,59.589401,16.6336,,AIP
Timișoara Traian Vuia International Airport,LRTR,RO,348.0,3500.0,11/29,CON,,45.809898,21.3379,,AIP
Lal Bahadur Shastri International Airport,VEBN,IN,266.0,2745.0,09/27,ASP,,25.452171,82.862549,,AIP
HAL Airport,VOBG,IN,2912.0,3307.0,09/27,ASP,,12.95,77.668198,,AIP
RAF Mildenhall,EGUN,GB,33.0,2808.0,10/28,PEM,,52.3619,0.486406,,AIP
Enfidha - Hammamet International Airport,DTNH,TN,21.0,3300.0,09/27,ASPH,,36.075833,10.438611,,AIP
Lake Charles Regional Airport,KLCH,US,15.0,1981.0,15/33,CON,,30.126100540161133,-93.22329711914062,,AIP
Melbourne Moorabbin Airport,YMMB,AU,50.0,1335.0,17L/35R,ASP,,-37.977765,145.099799,,AIP
Bora Bora Airport,NTTB,PF,10.0,1500.0,11/29,ASP,,-16.444400787353516,-151.75100708007812,,AIP
Coastal Carolina Regional Airport,KEWN,US,18.0,1967.0,04/22,ASP,,35.0730018616,-77.04290008539999,,AIP
William R Fairchild International Airport,KCLM,US,291.0,1935.0,09/27,ASP,,48.120201,-123.5,,AIP
Powell River Airport,CYPW,CA,425.0,1106.0,09/27,ASP,,49.83420181274414,-124.5,,AIP
Saguenay-Bagotville Airport,CYBG,CA,522.0,3048.0,11/29,CON,,48.330123,-70.992012,,AIP
Samos Airport,LGSM,GR,19.0,2044.0,09/27,ASPH,,37.689999,26.911699,,AIP
La Palma Airport,GCLA,ES,107.0,2200.0,36/18,ASP,,28.626499,-17.7556,,AIP
Toncontín Airport,MHTG,HN,3294.0,1863.0,02/20,ASP,,14.0609,-87.217201,,AIP
Trabzon International Airport,LTCG,TR,104.0,2640.0,11/29,ASP,,40.995098,39.7897,,AIP
Valdosta Regional Airport,KVLD,US,203.0,2439.0,18/36,ASP,,30.782499313354492,-83.27670288085938,,AIP
Copenhagen Roskilde Airport,EKRK,DK,146.0,1740.0,11/29,ASP,,55.585602,12.1314,,AIP
Mason City Municipal Airport,KMCW,US,1213.0,1982.0,18/36,ASP,,43.159801,-93.329716,,AIP
Salem-Willamette Valley Airport/McNary Field,KSLE,US,214.0,1771.0,13/31,ASP,,44.9095,-123.002998,,AIP
Watson Lake Airport,CYQH,CA,2255.0,1678.0,09/27,ASP,,60.116839,-128.821993,,AIP
Hickory Regional Airport,KHKY,US,1190.0,1951.0,06/24,ASP,,35.74110031,-81.38950348,,AIP
"Terre Haute Regional Airport, Hulman Field",KHUF,US,589.0,2750.0,05/23,ASP,,39.4515,-87.307602,,AIP
Augsburg Airport,EDMA,DE,1516.0,1594.0,07/25,ASP,,48.425278,10.931667,,AIP
Mobile Downtown Airport,KBFM,US,26.0,2932.0,14/32,PEM,,30.626800537100003,-88.06809997559999,,AIP
Akron Fulton International Airport,KAKR,US,1067.0,1931.0,07/25,ASP,,41.037355,-81.46784,,AIP
Anderson Regional Airport,KAND,US,782.0,1829.0,05/23,ASP,,34.4945983887,-82.70939636230001,,AIP
Miami Homestead General Aviation Airport,KX51,US,7.0,1219.0,18/36,ASPH-G,,25.499201,-80.554296,,AIP
Needles Airport,KEED,US,983.0,1526.0,11/29,ASP,,34.7663002014,-114.623001099,,AIP
Ponca City Regional Airport,KPNC,US,1008.0,2195.0,17/35,CON,,36.73199844,-97.09980011,,AIP
PAF Base Nur Khan (Benazir Bhutto International Airport),OPRN,PK,1668.0,3287.0,12/30,ASP,,33.616699,73.099197,,AIP
Griffiss International Airport,KRME,US,504.0,3603.0,15/33,CON,,43.23379898,-75.40699768,,AIP
South Valley Regional Airport,KU42,US,4607.0,1787.0,16/34,ASP,,40.619499,-111.992996,,AIP
Sochi International Airport,URSS,RU,89.0,2895.0,06/24,CON,,43.449902,39.9566,,AIP
Allama Iqbal International Airport,OPLA,PK,712.0,3360.0,18L/36R,CON,,31.521601,74.403603,,AIP
Roland Garros Airport,FMEE,RE,66.0,3200.0,12/30,ASP,,-20.890087,55.518894,,AIP
Rodríguez Ballón International Airport,SPQU,PE,8405.0,2980.0,10/28,ASP,,-16.340786,-71.569485,,AIP
Harbin Taiping International Airport,ZYHB,CN,457.0,3600.0,05R/23L,CONC,,45.623402,126.25,,AIP
Hiroshima Airport,RJOA,JP,1088.0,3000.0,10/28,ASP,,34.4361,132.919006,,AIP
Frank Pais International Airport,MUHG,CU,361.0,3238.0,05/23,ASP,,20.785148,-76.315526,,AIP
Fes Saïss International Airport,GMFF,MA,1900.0,3200.0,09/27,ASP,,33.927299,-4.97796,,AIP
Avignon Caumont airport,LFMV,FR,124.0,1880.0,17/35,ASP,,43.907299,4.90183,,AIP
RAF Brize Norton,EGVN,GB,288.0,3050.0,07/25,ASP,,51.75,-1.58362,,AIP
Henry E. Rohlsen Airport,TISX,VI,74.0,3049.0,10/28,ASP,,17.701413,-64.802608,,AIP
Churchill Airport,CYYQ,CA,94.0,2804.0,15/33,ASP,,58.739200592041016,-94.06500244140625,,AIP
Horta Airport,LPHR,PT,118.0,1595.0,10/28,ASP,,38.519901275634766,-28.715900421142578,,AIP
Sumburgh Airport,EGPB,GB,20.0,1498.0,09/27,ASP,,59.878899,-1.29556,,AIP
Plattsburgh International Airport,KPBG,US,234.0,3584.0,17/35,CON,,44.650902,-73.468102,,AIP
Saarbrücken Airport,EDDR,DE,1058.0,2000.0,08/26,ASP,,49.214545,7.109735,,AIP
Sitka Rocky Gutierrez Airport,PASI,US,21.0,2195.0,11/29,ASP,,57.04710006713867,-135.36199951171875,,AIP
Muskegon County Airport,KMKG,US,629.0,1981.0,06/24,ASP,,43.169498,-86.238197,,AIP
Austin Executive Airport,KEDC,US,620.0,1836.0,13/31,ASPH-G,,30.398049,-97.566909,,AIP
Felts Field,KSFF,US,1953.0,1829.0,3W/21W,WATER,,47.682899,-117.321925,,AIP
Corvallis Municipal Airport,KCVO,US,250.0,1798.0,17/35,ASP,,44.49720001,-123.2900009,,AIP
Golden Airport,CYGE,CA,2575.0,1372.0,14/32,ASP,,51.299196,-116.982002,,AIP
Goodland Municipal Airport,KGLD,US,3656.0,1676.0,12/30,CON,,39.370701,-101.699753,,AIP
Greater Kankakee Airport,KIKK,US,630.0,1823.0,04/22,ASP,,41.07139968869999,-87.8462982178,,AIP
Kinston Regional Jetport At Stallings Field,KISO,US,93.0,3505.0,05/23,ASP,,35.331401825,-77.60880279540001,,AIP
Logan-Cache Airport,KLGU,US,4457.0,2749.0,17/35,ASP,,41.7911987305,-111.851997375,,AIP
Richard B Russell Airport,KRMG,US,644.0,2137.0,01/19,ASP,,34.3506011963,-85.15799713130001,,AIP
Engadin Airport,LSZS,CH,5600.0,1800.0,03/21,ASP,,46.5341,9.88411,,AIP
Ivato International Airport,FMMI,MG,4198.0,3100.0,11/29,ASP,,-18.7969,47.478802,,AIP
Johan Adolf Pengel International Airport,SMJP,SR,59.0,3480.0,11/29,ASPHALT,,5.45283,-55.187801,,AIP
Tianjin Binhai International Airport,ZBTJ,CN,10.0,3600.0,16R/34L,CON,,39.124401092499994,117.346000671,,AIP
Aguascalientes International Airport,MMAS,MX,6112.0,3000.0,18/36,ASP,,21.699589,-102.318372,,AIP
Robert L. Bradshaw International Airport,TKPK,KN,170.0,2317.0,07/25,ASP,,17.310845,-62.719117,,AIP
Flamingo International Airport,TNCB,BQ,20.0,2880.0,10/28,ASP,,12.131,-68.268501,,AIP
Lijiang Sanyi International Airport,ZPLJ,CN,7359.0,3000.0,02/20,ASPH,,26.677483,100.244944,,AIP
Annecy Meythet airport,LFLP,FR,1521.0,1630.0,04/22,ASP,,45.928947,6.0987,,AIP
Ignacy Jan Paderewski Bydgoszcz Airport,EPBY,PL,235.0,2500.0,08/26,CON,,53.096802,17.977699,,AIP
Molokai Airport,PHMK,US,454.0,1370.0,05/23,ASP,,21.152901,-157.095993,,AIP
Kirksville Regional Airport,KIRK,US,966.0,1830.0,18/36,CON,,40.09349822998047,-92.5448989868164,,AIP
Kirkwall Airport,EGPA,GB,50.0,1430.0,09/27,ASP,,58.957903,-2.905077,,AIP
Limoges Airport,LFBL,FR,1300.0,2500.0,03/21,ASP,,45.862801,1.17944,,AIP
Mid Ohio Valley Regional Airport,KPKB,US,858.0,2207.0,03/21,ASP,,39.3451,-81.439201,,AIP
Port Hardy Airport,CYZT,CA,71.0,1524.0,11/29,ASP,,50.680599212646484,-127.36699676513672,,AIP
Røros Airport,ENRO,NO,2054.0,1720.0,13/31,ASP,,62.578399658203,11.342300415039,,AIP
Western Neb. Rgnl/William B. Heilig Airport,KBFF,US,3967.0,2523.0,12/30,ASP,,41.87400055,-103.5960007,,AIP
Yakima Air Terminal McAllister Field,KYKM,US,1099.0,2318.0,09/27,ASP,,46.56819916,-120.5439987,,AIP
Mönchengladbach Airport,EDLN,DE,125.0,1200.0,13/31,ASP,,51.230278,6.504444,,AIP
Eastern Sierra Regional Airport,KBIH,US,4124.0,2285.0,12/30,ASP,,37.3731,-118.363998,,AIP
Northeast Wyoming Regional Airport,KGCC,US,4365.0,2286.0,16/34,CON,,44.3489,-105.539001,,AIP
Leknes Airport,ENLK,NO,78.0,878.0,03/21,ASP,,68.152496337891,13.609399795532,,AIP
Newport State Airport,KUUU,US,172.0,914.0,04/22,ASP,,41.532207,-71.281039,,AIP
Jackson County Airport/Reynolds Field,KJXN,US,1001.0,1631.0,07/25,ASP,,42.260509,-84.463019,,AIP
March Air Reserve Base,KRIV,US,1536.0,4054.0,14/32,CON,,33.880699,-117.259003,,AIP
St Louis Regional Airport,KALN,US,544.0,2469.0,11/29,ASP,,38.89030075069999,-90.0459976196,,AIP
Columbus Municipal Airport,KBAK,US,656.0,1951.0,05/23,ASP,,39.262386,-85.895576,,AIP
Yuba County Airport,KMYV,US,64.0,1831.0,14/32,ASP,,39.09780121,-121.5699997,,AIP
Schenectady County Airport,KSCH,US,378.0,2134.0,04/22,ASP,,42.852500915527,-73.928901672363,,AIP
Porter County Municipal Airport,KVPZ,US,770.0,2134.0,09/27,ASP,,41.45399857,-87.00710297,,AIP
Elmendorf Air Force Base,PAED,US,212.0,3048.0,06/24,PEM,,61.251709,-149.807097,,AIP
Del Rio International Airport,KDRT,US,1002.0,1920.0,13/31,ASP,,29.3742008209,-100.927001953,,AIP
Kincardine Municipal Airport,CYKM,CA,772.0,1245.0,13/31,ASP,,44.201401,-81.606697,,AIP
Madrid-Cuatro Vientos Airport,LECU,ES,2269.0,1500.0,09/27,ASP,,40.370701,-3.78514,,AIP
Cox Field,KPRX,US,547.0,1829.0,17/35,ASP,,33.636600494385,-95.450798034668,,AIP
St Jean Airport,CYJN,CA,136.0,1219.0,11/29,ASP,,45.29439926147461,-73.28109741210938,,AIP
Gloucestershire Airport,EGBJ,GB,101.0,1431.0,09/27,ASP,,51.894199,-2.16722,,AIP
Tonopah Airport,KTPH,US,5430.0,2182.0,15/33,ASP,,38.06019974,-117.086998,,AIP
Kortrijk-Wevelgem International Airport,EBKT,BE,55.0,1900.0,06/24,ASPHALT,,50.818878,3.209551,,AIP
N'Djamena International Airport,FTTJ,TD,968.0,2800.0,05/23,ASP,,12.1337,15.034,,AIP
Akureyri International Airport,BIAR,IS,6.0,2700.0,01/19,ASP,,65.656573,-18.072018,,AIP
Terrance B. Lettsome International Airport,TUPJ,VG,15.0,1415.0,07/25,ASP,,18.445492,-64.541707,,AIP
Kualanamu International Airport,WIMM,ID,23.0,3750.0,05/23,ASPHALT/CONCRETE,,3.637847,98.870566,,AIP
Cotonou Cadjehoun International Airport,DBBB,BJ,19.0,2410.0,06/24,ASP,,6.35723,2.38435,,AIP
Figari Sud-Corse Airport,LFKF,FR,85.0,2480.0,05/23,ASP,,41.50185,9.097092,,AIP
Sir Seretse Khama International Airport,FBSK,BW,3299.0,4000.0,08/26,CON,,-24.555201,25.9182,,AIP
Cheddi Jagan International Airport,SYCJ,GY,95.0,3360.0,06/24,ASP,,6.49855,-58.254101,,AIP
Ahmad Shah Baba International Airport,OAKN,AF,3337.0,3210.0,05/23,ASP,,31.505769,65.847963,,AIP
Lamezia Terme Sant'Eufemia International Airport,LICA,IT,39.0,3017.0,10/28,ASP,,38.906214,16.246007,,AIP
Luleå Airport,ESPA,SE,65.0,3350.0,14/32,ASP,,65.5438,22.122,,AIP
Sam Ratulangi International Airport,WAMM,ID,264.0,2650.0,18/36,ASP,,1.548591,124.92625,,AIP
Maun International Airport,FBMN,BW,3093.0,2000.0,08/26,ASP,,-19.970491,23.431409,,AIP
Rio Grande do Norte/São Gonçalo do Amarante–Governador Aluízio Alves International Airport,SBSG,BR,273.0,3000.0,12/30,ASP,,-5.769822,-35.36661,,AIP
Novosibirsk Tolmachevo Airport,UNNT,RU,365.0,3602.0,16/34,ASP,,55.019756,82.618675,,AIP
Abruzzo Airport,LIBP,IT,48.0,2418.0,04/22,ASP,,42.431079,14.182981,,AIP
Bauerfield International Airport,NVVV,VU,70.0,2600.0,11/29,ASP,,-17.699301,168.320007,,AIP
Puerto Princesa International Airport / PAF Antonio Bautista Air Base,RPVP,PH,71.0,2600.0,09/27,CON,,9.742044,118.75911,,AIP
Querétaro Intercontinental Airport,MMQT,MX,6296.0,3500.0,09/27,CON,,20.618779,-100.186449,,AIP
Odesa International Airport,UKOO,UA,172.0,2800.0,16/34,PEM,,46.427196,30.672649,,AIP
Marcos A. Gelabert International Airport,MPMG,PA,31.0,1800.0,01/19,ASP,,8.97334,-79.555603,,AIP
Southeast Iowa Regional Airport,KBRL,US,698.0,1860.0,18/36,PEM,,40.783199310302734,-91.12550354003906,,AIP
Bert Mooney Airport,KBTM,US,5550.0,2743.0,15/33,ASP,,45.95479965209961,-112.49700164794922,,AIP
El Loa Airport,SCCF,CL,7543.0,3040.0,10/28,ASP,,-22.498199,-68.903603,,AIP
George F. L. Charles Airport,TLPC,LC,22.0,1748.0,09/27,ASP,,14.0202,-60.992901,,AIP
Godofredo P. Ramos Airport,RPVE,PH,7.0,1800.0,06/24,CON,,11.9245,121.954002,,AIP
Golden Triangle Regional Airport,KGTR,US,264.0,2439.0,18/36,ASP,,33.450298,-88.5914,,AIP
Wright-Patterson Air Force Base,KFFO,US,823.0,3840.0,05L/23R,PEM,,39.826099,-84.048302,,AIP
Dinard Pleurtuit Saint-Malo airport,LFRD,FR,219.0,2200.0,17/35,ASP,,48.5877,-2.07996,,AIP
DuBois Regional Airport,KDUJ,US,1817.0,1677.0,07/25,ASP,,41.17829895,-78.8986969,,AIP
Hamilton Island Airport,YBHM,AU,15.0,1704.0,14/32,ASP,,-20.3581008911,148.95199585,,AIP
Liberal Mid-America Regional Airport,KLBL,US,2885.0,2166.0,17/35,ASP,,37.0442009,-100.9599991,,AIP
Lloydminster Airport,CYLL,CA,2193.0,1700.0,08/26,ASP,,53.3092,-110.072998,,AIP
Governor José Richa Airport,SBLO,BR,1867.0,2100.0,13/31,ASP,,-23.334375,-51.128365,,AIP
Soewondo Air Force Base,WIMK,ID,114.0,2900.0,05/23,ASP,,3.558425,98.672275,,AIP
Nelson Airport,NZNS,NZ,17.0,1347.0,02/20,ASP,,-41.298302,173.220993,,AIP
Quincy Regional Airport Baldwin Field,KUIN,US,768.0,2163.0,04/22,PEM,,39.942699,-91.194603,,AIP
Mundo Maya International Airport,MGTK,GT,427.0,3000.0,11/29,CON,,16.913707,-89.866143,,AIP
Fernando Luis Ribas Dominicci Airport,TJIG,PR,10.0,1621.0,09/27,ASP,,18.45680046081543,-66.09809875488281,,AIP
Smithers Airport,CYYD,CA,1712.0,1524.0,15/33,ASP,,54.82469940185547,-127.18299865722656,,AIP
Stephenville Dymond International Airport,CYJT,CA,84.0,3048.0,09/27,ASP,,48.54339,-58.552892,,AIP
Clayton J. Lloyd International Airport,TQPF,AI,127.0,1665.0,11/29,ASP,,18.204773,-63.05383,,AIP
Thompson Airport,CYTH,CA,729.0,1768.0,06/24,ASP,,55.80110168457031,-97.86419677734375,,AIP
Tours Val de Loire Airport,LFOT,FR,357.0,2404.0,02/20,CON,,47.432201,0.727606,,AIP
Tupelo Regional Airport,KTUP,US,346.0,2179.0,18/36,ASP,,34.26810073852539,-88.7698974609375,,AIP
Val-d'Or Airport,CYVO,CA,1107.0,3048.0,18/36,ASP,,48.0532989502,-77.7827987671,,AIP
Victoria Regional Airport,KVCT,US,115.0,2777.0,13/31,ASP,,28.85260009765625,-96.91850280761719,,AIP
San Luis Valley Regional Airport/Bergman Field,KALS,US,7539.0,2597.0,02/20,ASP,,37.434898,-105.866997,,AIP
Yellowstone Regional Airport,KCOD,US,5102.0,2520.0,04/22,ASP,,44.520199,-109.024002,,AIP
Gallup Municipal Airport,KGUP,US,6472.0,2229.0,06/24,ASP,,35.511653,-108.788166,,AIP
Lea County Regional Airport,KHOB,US,3661.0,2438.0,04/22,ASP,,32.6875,-103.217003,,AIP
Ocean City Municipal Airport,KOXB,US,11.0,1242.0,14/32,PEM,,38.310398,-75.124001,,AIP
Qualicum Beach Airport,CAT4,CA,191.0,1087.0,11/29,ASP,,49.337456,-124.393086,,AIP
Albert J Ellis Airport,KOAJ,US,94.0,2164.0,05/23,ASP,,34.829201,-77.612099,,AIP
Vernal Regional Airport,KVEL,US,5278.0,2134.0,17/35,ASP,,40.436214,-109.511661,,AIP
Battle Creek Executive Airport at Kellogg Field,KBTL,US,952.0,3049.0,05L/23R,ASP,,42.307301,-85.251503,,AIP
Cecil Airport,KVQQ,US,81.0,3811.0,18L/36R,PEM,,30.2187,-81.876701,,AIP
Angelina County Airport,KLFK,US,296.0,1646.0,07/25,ASP,,31.2339992523,-94.75,,AIP
Newport Municipal Airport,KONP,US,160.0,1645.0,16/34,ASP,,44.580399,-124.057999,,AIP
Revelstoke Airport,CYRV,CA,1459.0,1463.0,12/30,ASP,,50.962245,-118.184258,,AIP
Prince Mohammad Bin Abdulaziz Airport,OEMA,SA,2151.0,4335.0,17/35,ASP,,24.5534,39.705101,,AIP
Mandalay International Airport,VYMD,MM,300.0,4268.0,17/35,CON,,21.702199935913086,95.97789764404297,,AIP
Sri Guru Ram Das Ji International Airport,VIAR,IN,756.0,3658.0,16/34,ASP,,31.7096,74.797302,,AIP
Rarotonga International Airport,NCRG,CK,19.0,2328.0,08/26,CON,,-21.2027,-159.806,,AIP
Ernesto Cortissoz International Airport,SKBQ,CO,98.0,3000.0,05/23,CON,,10.8896,-74.7808,,AIP
Kassel Airport,EDVK,DE,820.0,2500.0,09/27,ASPH,,51.418395,9.391638,,AIP
General Roberto Fierro Villalobos International Airport,MMCU,MX,4462.0,2600.0,18L/36R,ASP,,28.702649,-105.963764,,AIP
Santa Genoveva International Airport,SBGO,BR,2450.0,2286.0,14/32,ASP,,-16.632,-49.220699,,AIP
Hat Yai International Airport,VTSS,TH,90.0,3050.0,08/26,ASP,,6.93321,100.392998,,AIP
Ivalo Airport,EFIV,FI,481.0,2499.0,04/22,ASP,,68.6073,27.4053,,AIP
Kalibo International Airport,RPVK,PH,14.0,2187.0,05/23,CON,,11.6794,122.375999,,AIP
U-Tapao–Rayong–Pattaya International Airport,VTBU,TH,42.0,3505.0,18/36,ASP,,12.6799,101.004997,,AIP
Martín Miguel de Güemes International Airport,SASA,AR,4088.0,3000.0,02/20,ASP,,-24.856001,-65.486198,,AIP
Gustavo Rojas Pinilla International Airport,SKSP,CO,19.0,2380.0,06/24,ASP,,12.5836,-81.7112,,AIP
Eurico de Aguiar Salles International Airport,SBVT,BR,34.0,2058.0,02/20,ASPH,,-20.258,-40.285,,AIP
Kadena Air Base,RODN,JP,143.0,3688.0,05L/23R,ASP,,26.351667,127.769444,,AIP
